0,0.5544766164452579,574
1,0.16811210421861134,182
2,0.3338869041085145,578
3,0.11518366392317403,197
4,0.7801117275137041,736
5,0.11737855476876047,578
6,0.6713444397412716,566
7,0.05086838466655619,662
8,0.8968090337429587,1288
9,0.553888658933394,367
10,0.4395689051196342,171
11,0.02330823888831013,344
12,0.5863314793951946,535
13,0.27441433775059165,336
14,0.3192547446145195,547
15,0.1562503894269187,1222
16,0.11223630323615752,759
17,0.018088830549654933,431
18,0.816785354009562,424
19,0.3022089814839124,387
20,0.6771765970291757,541
21,0.3857570676017058,414
22,0.2308183283958286,169
23,0.16729523143640834,497
24,0.47724173604807385,143
25,0.35476411043724543,97
26,0.369449446941328,426
27,0.46793248792284925,798
28,0.9868520350519032,323
29,0.5758894432062602,323
30,0.8921602247294517,280
31,0.26575134120919897,117
32,0.09191808424764425,735
33,0.9852215823290674,1247
34,0.4298608783053445,315
35,0.2302599306126647,315
36,0.8039137688165342,407
37,0.595350765225709,907
38,0.02083662213549664,493
39,0.15435056063555397,672
40,0.6353172361749909,163
41,0.2897866189003929,1260
42,0.6671606674392943,438
43,0.8410360605486152,302
44,0.8725713915976199,241
45,0.8223728159909802,93
46,0.1943825789796223,363
47,0.9607772301601649,293
48,0.8909276478344423,604
49,0.938633103855013,438
50,0.4095598537299473,607
51,0.4586595372050707,311
52,0.26597467271581887,546
53,0.982489956974472,257
54,0.006165352542641722,577
55,0.08422081768096312,346
56,0.9996457824911436,627
57,0.39622077311771076,182
58,0.5938280841267866,376
59,0.7379452083952248,154
60,0.2071001396032155,177
61,0.6351232330928808,492
62,0.02160793086662871,563
63,0.09465629169614165,1317
64,0.7515845690987429,340
65,0.871770331205719,1080
66,0.12432664302658214,385
67,0.5776705044975944,452
68,0.08120111456374324,136
69,0.45223998309662516,1698
70,0.7950169258694615,942
71,0.34909326025892284,267
72,0.8474021348146842,369
73,0.8919418039759281,557
74,0.015223713339797329,404
75,0.5164958772550436,180
76,0.6301126552423573,168
77,0.4776257647883635,436
78,0.10483205010765928,425
79,0.30814552136133544,373
80,0.5872757358932447,567
81,0.17668775117104507,431
82,0.12855180793276766,630
83,0.43134409411873775,99
84,0.035881388810444004,1134
85,0.4470755929640262,491
86,0.6192314940315894,714
87,0.24548521636329823,514
88,0.11924187374628348,372
89,0.9089520742383709,491
90,0.671859484890634,582
91,0.9380521939493055,432
92,0.8430098657565459,503
93,0.8690855339302662,221
94,0.8937602287195253,1018
95,0.23372125848227499,994
96,0.8356136788276081,372
97,0.20310682484168618,566
98,0.3702106871660473,1399
99,0.07414598092436175,343
100,0.602498371217052,439
101,0.6803682331363912,360
102,0.4329355857256685,703
103,0.15793233689331698,1015
104,0.9535333215331318,188
105,0.3452789073698366,319
106,0.8194089181709481,539
107,0.0630997908328429,181
108,0.20418413540151592,741
109,0.25034064431657166,813
110,0.11769009513409767,984
111,0.7363440638745111,990
112,0.9447920899543193,640
113,0.20413177625240553,608
114,0.5318405108164497,500
115,0.7271877167089642,398
116,0.404899139888769,188
117,0.6306718233224393,751
118,0.11062412331554439,442
119,0.8707405201901676,338
120,0.021441341712352013,800
121,0.2605399671943862,504
122,0.1846412530843109,288
123,0.6498296971525448,861
124,0.03377355393096659,354
125,0.05672277134419679,572
126,0.5294571245395029,1482
127,0.25344730614138344,354
128,0.17171574221188968,890
129,0.6818146924678926,727
130,0.6914284493306129,225
131,0.8956873352262753,322
132,0.23715333455082643,345
133,0.913474799406027,390
134,0.16210483819291943,379
135,0.4314824100674476,86
136,0.4823223852868236,361
137,0.4274398433303589,138
138,0.6024435633792018,530
139,0.3784085639672896,989
140,0.2687906549511553,532
141,0.36915848053705547,623
142,0.6406351272621125,163
143,0.25972635584651915,428
144,0.8449645525372632,291
145,0.10125346479343367,394
146,0.0430292120483744,308
147,0.29870154840589014,82
148,0.2353187466166392,515
149,0.2509983671285472,281
150,0.21017151859191974,152
151,0.9190357000955246,352
152,0.23229431264606326,355
153,0.4945624566962562,138
